City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Albany,,,-,3,11,14
Barton,,,-,1,5,6
Craftsbury,,,-,7,65,72
Glover,,,-,1,11,12
Greensboro,,,-,1,11,12
Sheffield,,,-,0,4,4
Wheelock,,,-,1,1,2
TOTALS,,,-,14,108,122
