City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Chelsea,,,-,32,198,230
Corinth,,,-,91,165,256
Orange,,,-,22,59,81
Vershire,,,-,37,131,168
Washington,,,-,16,108,124
Williamstown,,,-,143,223,366
TOTALS,,,-,341,884,"1,225"
