City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
"Middletown Springs",,,-,2,19,21
Pawlet,,,-,4,19,23
Rupert,,,-,8,5,13
Tinmouth,,,-,0,8,8
Wells,,,-,1,12,13
TOTALS,,,-,15,63,78
