City/Town,Ward,Pct,"Warren F. Kitzmiller","Mary S. Hooper",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Montpelier,,,886,879,14,553,"2,332"
TOTALS,,,886,879,14,553,"2,332"
