City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Bethel,,,-,5,17,22
Pittsfield,,,-,0,5,5
Rochester,,,-,3,15,18
Stockbridge,,,-,2,12,14
TOTALS,,,-,10,49,59
