City/Town,Ward,Pct,"Johannah Leddy Donovan","Suzi Wizowaty",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Burlington,,,"1,030","1,008",13,711,"2,762"
TOTALS,,,"1,030","1,008",13,711,"2,762"
