City/Town,Ward,Pct,"Timothy R. Corcoran","Brian Campion",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Bennington,,,471,363,2,322,"1,158"
TOTALS,,,471,363,2,322,"1,158"
