City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Eden,,,-,11,24,35
Jay,,,-,5,20,25
Lowell,,,-,30,12,42
Troy,,,-,43,41,84
Westfield,,,-,28,12,40
TOTALS,,,-,117,109,226
