City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Danby,,,-,9,158,167
Dorset,,,-,9,75,84
Landgrove,,,-,2,17,19
"Mount Tabor",,,-,1,13,14
Peru,,,-,1,29,30
TOTALS,,,-,22,292,314
