City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Jamaica,,,-,1,9,10
Londonderry,,,-,8,7,15
Stratton,,,-,0,4,4
Weston,,,-,6,12,18
Winhall,,,-,8,8,16
TOTALS,,,-,23,40,63
