City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Elmore,,,-,4,4,8
Morristown,,,-,3,5,8
Woodbury,,,-,2,8,10
Worcester,,,-,2,0,2
TOTALS,,,-,11,17,28
