City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Calais,,,-,0,22,22
Marshfield,,,-,1,16,17
Plainfield,,,-,4,6,10
TOTALS,,,-,5,44,49
