City/Town,Ward,Pct,"Joanna Cole","Bill Aswad","Robert Hooper",Write-Ins,Blanks,"Total Votes Cast"
,,,,,
Burlington,,,658,619,536,13,568,"2,394"
TOTALS,,,658,619,536,13,568,"2,394"
