City/Town,Ward,Pct,"Peter Fagan","Virginia McCormack",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic
"Rutland City",,,"1,227",980,6,0,"2,213"
TOTALS,,,"1,227",980,6,0,"2,213"
