City/Town,Ward,Pct,"Gale Courcelle","David Allaire",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican
"Rutland City",,,943,911,4,0,"1,858"
TOTALS,,,943,911,4,0,"1,858"
