City/Town,Ward,Pct,"Kurt Wright","Bill Aswad","Joanna Cole","Scott Beaudin",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Democratic,Republican
Burlington,,,"2,196","2,195","1,649",694,8,0,"6,742"
TOTALS,,,"2,196","2,195","1,649",694,8,0,"6,742"
