City/Town,Ward,Pct,"Alice M. Emmons","Cynthia Martin","Paul E. Gibbs, Jr","John M. Stettner",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Republican,Republican
Springfield,,,"2,631","2,583","1,269",909,37,0,"7,429"
TOTALS,,,"2,631","2,583","1,269",909,37,0,"7,429"
