City/Town,Ward,Pct,"Johannah Leddy Donovan","Suzi Wizowaty",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic
Burlington,,,"3,432","3,360",83,0,"6,875"
TOTALS,,,"3,432","3,360",83,0,"6,875"
