City/Town,Ward,Pct,"Donald H. Turner, Jr","Ronald E. Hubert","Reginald Godin","Todd Buik",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Republican,Democratic,Democratic
Milton,,,"2,843","1,878","1,806",918,13,0,"7,458"
TOTALS,,,"2,843","1,878","1,806",918,13,0,"7,458"
