City/Town,Ward,Pct,"Jeff Wilson","Judy Livingston",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican
Manchester,,,"1,230","1,225",6,0,"2,461"
TOTALS,,,"1,230","1,225",6,0,"2,461"
