City/Town,Ward,Pct,"Robert South","Gary Reis","Richard M. Hall","Dennis Myrick",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican,Democratic,Republican
"St. Johnsbury",,,"1,487","1,369","1,300","1,234",16,0,"5,406"
TOTALS,,,"1,487","1,369","1,300","1,234",16,0,"5,406"
