City/Town,Ward,Pct,"Francis McFaun","Thomas F. Koch","John J. Pizzo","J. Guy Isabelle",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Republican,Democratic,Democratic
"Barre Town",,,"2,225","2,209","1,840","1,551",4,0,"7,829"
TOTALS,,,"2,225","2,209","1,840","1,551",4,0,"7,829"
