City/Town,Ward,Pct,"Bill Lippert","Matthew Galloway",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican
Hinesburg,,,"1,562",742,1,0,"2,305"
TOTALS,,,"1,562",742,1,0,"2,305"
