City/Town,Ward,Pct,"Tess Taylor","Donald Bliss",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican
"Barre City",,,876,596,0,0,"1,472"
TOTALS,,,876,596,0,0,"1,472"
