City/Town,Ward,Pct,"Alice Miller",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic
Shaftsbury,,,"1,623",75,0,"1,698"
TOTALS,,,"1,623",75,0,"1,698"
