City/Town,Ward,Pct,"Mary A. Morrissey","Anne Lamy Mook",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic
Bennington,,,"2,382","2,315",21,0,"4,718"
TOTALS,,,"2,382","2,315",21,0,"4,718"
