City/Town,Ward,Pct,"Donna Sweaney","John Macgovern",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican
Windsor,,,"1,237",415,1,0,"1,653"
TOTALS,,,"1,237",415,1,0,"1,653"
