City/Town,Ward,Pct,"John J. Clerkin","Charles W. Bohi","Kevin Christie","Joe Trottier",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Democratic,Republican
Hartford,,,"1,904","1,839","1,782","1,129",10,0,"6,664"
TOTALS,,,"1,904","1,839","1,782","1,129",10,0,"6,664"
