City/Town,Ward,Pct,"James L. McNeil","Mary C. Ashcroft",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic
"Rutland Town",,,"1,490",963,3,0,"2,456"
TOTALS,,,"1,490",963,3,0,"2,456"
