City/Town,Ward,Pct,"Tim Jerman","Linda Waite-Simpson","John Lajza",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Republican
Essex,,,"3,303","2,295","2,000",22,0,"7,620"
TOTALS,,,"3,303","2,295","2,000",22,0,"7,620"
