City/Town,Ward,Pct,"Ann Pugh","John C. Stewart",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican
"S. Burlington",,,"1,799","1,238",3,0,"3,040"
TOTALS,,,"1,799","1,238",3,0,"3,040"
