City/Town,Ward,Pct,"Patrick Brennan","Kristy Spengler","Kathrine Niquette","Patricia Porter",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Independent,Independent
Colchester,,,"2,408","1,889","1,265",828,16,0,"6,406"
TOTALS,,,"2,408","1,889","1,265",828,16,0,"6,406"
