City/Town,Ward,Pct,"Mary S. Hooper","Warren F. Kitzmiller","Jim Sheridan",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Independent
Montpelier,,,"3,087","3,025","1,685",45,0,"7,842"
TOTALS,,,"3,087","3,025","1,685",45,0,"7,842"
