City/Town,Ward,Pct,"Jim McCullough","Terence Macaig","Brennan Duffy","Shelley Palmer",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Republican,Republican
Williston,,,"3,098","2,476","1,827","1,333",3,0,"8,737"
TOTALS,,,"3,098","2,476","1,827","1,333",3,0,"8,737"
