City/Town,Ward,Pct,"Rachel Weston","Jason P. Lorber",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic
Burlington,,,"2,959","2,609",142,0,"5,710"
TOTALS,,,"2,959","2,609",142,0,"5,710"
