City/Town,Ward,Pct,"Jim Condon","John Zenie",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic
Colchester,,,"2,805","2,041",58,0,"4,904"
TOTALS,,,"2,805","2,041",58,0,"4,904"
