City/Town,Ward,Pct,"Margaret Andrews","Thomas Depoy",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican
"Rutland City",,,"1,064",984,8,0,"2,056"
TOTALS,,,"1,064",984,8,0,"2,056"
