City/Town,Ward,Pct,"Anne Theresa O'Brien","Mary Houle","Taylor Yeates",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican,Independent
Richmond,,,"1,057",752,650,0,0,"2,459"
TOTALS,,,"1,057",752,650,0,0,"2,459"
