City/Town,Ward,Pct,"Thomas F. Koch","Francis McFaun",Write-Ins,Blanks,"Total Votes Cast"
,,,,
"Barre Town",,,695,638,21,0,"1,354"
TOTALS,,,695,638,21,0,"1,354"
