City/Town,Ward,Pct,"Donald H. Turner, Jr","Daniel I. Fitzgerald",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Milton,,,359,296,2,0,657
TOTALS,,,359,296,2,0,657
