City/Town,Ward,Pct,"Joseph L. Krawczyk, Jr",Write-Ins,Blanks,"Total Votes Cast"
,,,
Bennington,-,"Benn Fire Dept",243,37,0,280
Bennington,-,"N Benn Fire Dept",38,5,0,43
TOTALS,,,281,42,0,323
