City/Town,Ward,Pct,"Francis K. Brooks","Warren F. Kitzmiller",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Montpelier,,,742,735,4,0,"1,481"
TOTALS,,,742,735,4,0,"1,481"
