City/Town,Ward,Pct,"John Morley, III","Benjamin Todd",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Albany,,,67,38,8,0,113
Barton,-,"Barton Memorial",176,87,35,0,298
Barton,-,"Orleans Memorial",0,0,0,0,0
Craftsbury,,,57,53,8,0,118
Glover,,,65,32,31,0,128
Greensboro,,,41,37,2,0,80
Sheffield,,,31,19,2,0,52
Wheelock,,,39,36,1,0,76
TOTALS,,,476,302,87,0,865
