City/Town,Ward,Pct,"Timothy R. Corcoran, II",Write-Ins,Blanks,"Total Votes Cast"
,,,
Bennington,-,"Benn Fire Dept",234,18,0,252
Bennington,-,"N Benn Fire Dept",54,1,0,55
TOTALS,,,288,19,0,307
