City/Town,Ward,Pct,"Clint Martin","Alice M. Emmons",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Springfield,,,525,520,2,0,"1,047"
TOTALS,,,525,520,2,0,"1,047"
