City/Town,Ward,Pct,"Mary Peterson","Jim McCullough",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Williston,,,555,543,4,0,"1,102"
TOTALS,,,555,543,4,0,"1,102"
