City/Town,Ward,Pct,"Harvey B. Otterman, Jr",Write-Ins,Blanks,"Total Votes Cast"
,,,
Groton,,,83,1,0,84
Newbury,-,"Center Town House",83,1,0,84
Newbury,-,"Town Office",37,2,0,39
Newbury,-,"West River Village",32,1,0,33
Topsham,,,87,1,0,88
TOTALS,,,322,6,0,328
