City/Town,Ward,Pct,"Johannah Leddy Donovan","Bill Keogh","Elisa Nelson",Write-Ins,Blanks,"Total Votes Cast"
,,,,,
Burlington,,,904,645,412,5,0,"1,966"
TOTALS,,,904,645,412,5,0,"1,966"
