City/Town,Ward,Pct,"Suzi Wizowaty","Johannah Leddy Donovan","Bill Keogh",Write-Ins,Blanks,"Total Votes Cast"
,,,,,
Burlington,,,695,677,332,0,0,"1,704"
TOTALS,,,695,677,332,0,0,"1,704"
