City/Town,Ward,Pct,"Timothy R. Corcoran, II",Write-Ins,Blanks,"Total Votes Cast"
,,,
Bennington,-,"Benn Fire Dept",145,9,0,154
Bennington,-,"N Benn Fire Dept",0,0,0,0
TOTALS,,,145,9,0,154
