City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Coventry,,,-,14,0,14
Irasburg,,,-,14,0,14
"Newport City",,,-,35,0,35
"Newport Town",,,-,18,0,18
TOTALS,,,-,81,0,81
