City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Bethel,,,-,46,0,46
Pittsfield,,,-,5,0,5
Rochester,,,-,53,0,53
Stockbridge,,,-,10,0,10
TOTALS,,,-,114,0,114
