City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Braintree,,,-,11,0,11
Brookfield,,,-,11,0,11
Chelsea,,,-,2,0,2
Corinth,,,-,2,0,2
Randolph,,,-,46,0,46
Strafford,,,-,10,0,10
Thetford,,,-,14,0,14
Tunbridge,,,-,10,0,10
Vershire,,,-,2,0,2
Washington,,,-,2,0,2
Williamstown,,,-,12,0,12
TOTALS,,,-,122,0,122
