City/Town,Ward,Pct,"Donald H. Turner, Jr","Ronald E. Hubert",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Milton,,,177,150,7,0,334
TOTALS,,,177,150,7,0,334
