City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Benson,,,-,1,0,1
Orwell,,,-,4,0,4
Shoreham,,,-,3,0,3
Whiting,,,-,1,0,1
TOTALS,,,-,9,0,9
