City/Town,Ward,Pct,"Brian K. Savage","Ronald A. Case, Sr","Tara Fournier",Write-Ins,Blanks,"Total Votes Cast"
,,,,,
Sheldon,,,27,21,13,14,0,75
TOTALS,,,27,21,13,14,0,75
