City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Elmore,,,-,3,0,3
Morristown,,,-,12,0,12
Woodbury,,,-,22,0,22
TOTALS,,,-,37,0,37
