City/Town,Ward,Pct,"Mary S. Hooper","Warren F. Kitzmiller","Jon Anderson",Write-Ins,Blanks,"Total Votes Cast"
,,,,,
Montpelier,,,900,829,583,2,0,"2,314"
TOTALS,,,900,829,583,2,0,"2,314"
