City/Town,Ward,Pct,"Harvey B. Otterman, Jr",Write-Ins,Blanks,"Total Votes Cast"
,,,
Groton,,,52,0,0,52
Newbury,-,"Center Town House",45,0,0,45
Newbury,-,"Town Office",22,1,0,23
Newbury,-,"West River Village",16,0,0,16
Topsham,,,36,0,0,36
TOTALS,,,171,1,0,172
