City/Town,Ward,Pct,"Paul E. Gibbs, Jr","John M. Stettner",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Springfield,,,137,113,54,0,304
TOTALS,,,137,113,54,0,304
