City/Town,Ward,Pct,"Alice M. Emmons","Cynthia Martin","Larry Kraft",Write-Ins,Blanks,"Total Votes Cast"
,,,,,
Springfield,,,705,665,439,3,0,"1,812"
TOTALS,,,705,665,439,3,0,"1,812"
