City/Town,Ward,Pct,"John Morley, III","Kelly E. Todd",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Albany,,,30,15,7,0,52
Barton,,,78,24,19,0,121
Craftsbury,,,26,11,10,0,47
Glover,,,44,21,19,0,84
Greensboro,,,12,6,3,0,21
Sheffield,,,12,10,2,0,24
Wheelock,,,18,15,1,0,34
TOTALS,,,220,102,61,0,383
