City/Town,Ward,Pct,"Mary S. Hooper","Warren F. Kitzmiller","Ben Eastwood","Glennie F. Sewell",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Democratic,Democratic,Progressive,Progressive
Montpelier,,,"3,252","2,920",992,728,27,"1,747",2,"9,668"
TOTALS,,,"3,252","2,920",992,728,27,"1,747",2,"9,668"
