City/Town,Ward,Pct,"Tommy J. Walz","Paul N. Poirier","Karen Lauzon",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,Democratic/Republican,Independent,Republican
"Barre City",,,"1,728","1,627","1,487",5,"1,733",0,"6,580"
TOTALS,,,"1,728","1,627","1,487",5,"1,733",0,"6,580"
